qid,type,noun,label,object_description,form_description,design_description,includes,noun
Q103305711,ceramics,toggle,Netsuke (Toggle) in the Form of a Double Mask; Female Noh Mask and Demon or Guardian Face,Netsuke (Toggle),a Double Mask; Female Noh Mask and Demon or Guardian Face,,,toggle
Q103305717,work of art,toggle,Netsuke (Toggle) in the Form of a Rooster,Netsuke (Toggle),a Rooster,,,toggle
Q103305729,work of art,toggle,Netsuke (Toggle) in the Form of a Rooster and a Chick,Netsuke (Toggle),a Rooster and a Chick,,,toggle
Q103305737,work of art,toggle,Netsuke (Toggle) in the Form of a Seated Man Holding a Female Mask,Netsuke (Toggle),a Seated Man Holding a Female Mask,,,toggle
Q103305744,work of art,toggle,Netsuke (Toggle) in the Form of a Standing Male Figure,Netsuke (Toggle),a Standing Male Figure,,,toggle
Q103305750,work of art,toggle,"Netsuke (Toggle) in the Form of a Standing Man, Holding a Female Mask, with a Rotating Face",Netsuke (Toggle),"a Standing Man, Holding a Female Mask, with a Rotating Face",,,toggle
Q103305758,work of art,toggle,Netsuke (Toggle) in the Form of a Vase with a Design of a Peony and Bamboo Leaves,Netsuke (Toggle) in the Form of a Vase,,of a Peony and Bamboo Leaves,,toggle
Q103305763,ceramics,toggle,Netsuke (Toggle) in the Form of an Egg with a Chicken Inside,Netsuke (Toggle),an Egg with a Chicken Inside,,,toggle
Q103305767,sculpture,netsuke,Netsuke depicting a man holding a book,Netsuke,,a man holding a book,,netsuke
Q103305772,sculpture,netsuke,Netsuke depicting a squatting man with a sleeve over his head,Netsuke,,a squatting man with a sleeve over his head,,netsuke
Q103305790,sculpture,netsuke,Netsuke depicting a standing man,Netsuke,,a standing man,,netsuke
Q103305897,sculpture,figure,"Nkishi, carved magical power figure with nail fetish","Nkishi, carved magical power figure",,,nail fetish,figure
Q103305902,sculpture,figure,"Nkishi, magical figure with horn","Nkishi, magical figure",,,horn,figure
Q103305912,sculpture,figure,"Nkisi, carved magical figure","Nkisi, carved magical figure",,,,figure
Q103306011,sculpture,duchamp,Nude Climbing the Staircase (Homage to Marcel Duchamp),Nude Climbing the Staircase (Homage to Marcel Duchamp),,,,duchamp
Q103306053,sculpture,obelisk,Obelisk,Obelisk,,,,obelisk
Q103306231,ceramics,vase,Painted vase,Painted vase,,,,vase
Q103306236,sculpture,pair,Pair of female golden pheasants,Pair of female golden pheasants,,,,pair
Q103306250,ceramics,pair,Pair of jars for tea or ginger with a design of swallows and acanthus and other blooms (Kutani ware),Pair of jars for tea or ginger,,of swallows and acanthus and other blooms (Kutani ware),,pair
Q103306260,sculpture,pair,Pair of male golden pheasants,Pair of male golden pheasants,,,,pair
Q103306268,sculpture,pair,Pair of Signature Seals with Five Columns of Inscription,Pair of Signature Seals,,,Five Columns of Inscription,pair
Q103306274,sculpture,pair,"Pair of Signature Seals, Each With a Lion Dog With a Sphere Beneath One Paw","Pair of Signature Seals, Each",,,a Lion Dog with a Sphere Beneath One Paw,pair
Q103306279,ceramics,pair,"Pair of tiles with a design of peonies, plum blossoms, and asters (Kinkozan ware)",Pair of tiles,,"of peonies, plum blossoms, and asters (Kinkozan ware)",,pair
Q103306285,textile,textile,Paisley textile in reds and browns,Paisley textile in reds and browns,,,,textile
Q103306299,work of art,bottle,Pale green bottle,Pale green bottle,,,,bottle
Q103306305,ceramics,bowl,Pale grey-green celadon ware bowl with incised decoration,Pale grey-green celadon ware bowl,,,incised decoration,bowl
Q103306316,work of art,cup,Palm Wine Cup with incised design of Royal Insignia,Palm Wine Cup,,,incised design of Royal Insignia,cup
Q103306352,work of art,part,Part of a Kogai (Dagger Handle) with a Design of Two Kirin (Mythical Beasts),Part of a Kogai (Dagger Handle),,of Two Kirin (Mythical Beasts),,part
Q103306399,sculpture,paix,Pax (baiser de paix) depicting the Crucifixion with the Virgin and Saint John the Evangelist,Pax (baiser de paix),,the Crucifixion with the Virgin and Saint John the Evangelist,,paix
Q103306404,sculpture,pax,"Pax, depicting the Crucifixion with the Virgin raising her hands, Saint John the Evangelist, and two angels","Pax,",,"the Crucifixion with the Virgin raising her hands, Saint John the Evangelist, and two angels",,pax
Q103306426,sculpture,peacock,Peacock,Peacock,,,,peacock
Q103306485,ceramics,bead,Phallic bead with skull,Phallic bead,,,skull,bead
Q103306514,work of art,carving,"Pierced cylinder case, marriage scroll holder. Carving after painting of Li Pu descending the mountain hermitage, after the death of his companion.","Pierced cylinder case, marriage scroll holder. Carving after painting of Li Pu descending the mountain hermitage, after the death of his companion.",,,,carving
Q103306530,sculpture,flask,Pilgrim's flask,Pilgrim's flask,,,,flask
Q103306536,ceramics,child,"Pillow for a child with ch'i-lin (mythical guardian animal) playing with ball, phoenixes and double coin design",Pillow for a child,,,"ch'i-lin (mythical guardian animal) playing with ball, phoenixes and double coin design",child
Q103306549,sculpture,boy,Pioneer Woman and Boy,Pioneer Woman and Boy,,,,boy
Q103306555,ceramics,bowl,Pipe bowl in the shape of a seated human,Pipe bowl,a seated human,,,bowl
Q103306569,ceramics,pipe,Pipe decorated with a leopard's face,Pipe decorated,,,a leopard's face,pipe
Q103306591,ceramics,plaque,Plaque with two lovers in relief,Plaque,,,two lovers in relief,plaque
Q103306803,ceramics,stick,Porcelain candle stick,Porcelain candle stick,,,,stick
Q103306914,sculpture,portrait,Portrait of a Man,Portrait of a Man,,,,portrait
Q103307195,ceramics,pot,Pot with bear effigy,Pot,,,bear effigy,pot
Q103307201,work of art,horn,Powder Horn,Powder Horn,,,,horn
Q103307207,ceramics,priest,Priest of Xipe-Totec,Priest of Xipe-Totec,,,,priest
Q103307217,printing block,pages,"Printing block containing Confucian text, book 3, pages 7-8","Printing block containing Confucian text, book 3, pages 7-8",,,,pages
Q103307255,ceramics,ewer,Qingbai ware ewer,Qingbai ware ewer,,,,ewer
Q103307280,textile,textile,Raffia fiber textile,Raffia fiber textile,,,,textile
Q103307311,work of art,mirror,Rectangular Mirror with a Design of a Branch of Blossoming Plum,Rectangular Mirror,,of a Branch of Blossoming Plum,,mirror
Q103307318,work of art,mirror,Rectangular Mirror with a Design of a Branch with Leaves and Berries,Rectangular Mirror,,of a Branch with Leaves and Berries,,mirror
Q103307332,work of art,mirror,Rectangular Mirror with a Design of a Cherry Blossom and a Meander Pattern,Rectangular Mirror,,of a Cherry Blossom and a Meander Pattern,,mirror
Q103307342,work of art,mirror,Rectangular Mirror with a Design of a Nandina Bush and Bamboo Grass,Rectangular Mirror,,of a Nandina Bush and Bamboo Grass,,mirror
Q103307355,work of art,mirror,Rectangular Mirror with a Design of One Large Character and a Stream with Flowers,Rectangular Mirror,,of One Large Character and a Stream with Flowers,,mirror
Q103307367,work of art,mirror,"Rectangular Mirror with a Design of Pines, a Rock, and Bamboo",Rectangular Mirror,,"of Pines, a Rock, and Bamboo",,mirror
Q103307376,work of art,mirror,"Rectangular Mirror with a Design of Two Leaves, a Bamboo Blind, and a Cloud or Mist Motif",Rectangular Mirror,,"of Two Leaves, a Bamboo Blind, and a Cloud or Mist Motif",,mirror
Q103307383,work of art,mirror,"Rectangular Mirror with Two Characters for Long Life (takasago),  and Pine Trees",Rectangular Mirror,,,"Two Characters for Long Life (takasago),  and Pine Trees",mirror
Q103307388,work of art,pi,Rectangular Pi Ring (fang pi) with display stand,Rectangular Pi Ring (fang pi),,,display stand,pi
Q103307395,textile,coverlet,Red and blue coverlet,Red and blue coverlet,,,,coverlet
Q103307400,textile,fabric,Red and blue fabric,Red and blue fabric,,,,fabric
Q103307407,ceramics,vase,Red glazed vase,Red glazed vase,,,,vase
Q103307414,ceramics,bottle,Red gourd-shaped bottle,Red gourd-shaped bottle,,,,bottle
Q103307431,textile,textile,"Red, green, and yellow textile with purple fringe","Red, green, and yellow textile",,,purple fringe,textile
Q103307478,sculpture,portrait,Relief Portrait of a Boy,Relief Portrait of a Boy,,,,portrait
Q103307508,sculpture,replica,Replica of an Eighteenth-Century Mask,Replica of an Eighteenth-Century Mask,,,,replica
Q103307533,sculpture,figure,Restored effigy figure of a Persian merchant,Restored effigy figure of a Persian merchant,,,,figure
Q103307545,sculpture,pietà,Rhenish Pietà,Rhenish Pietà,,,,pietà
Q103307552,work of art,mold,Rice Cake Mold with Geometrical Designs,Rice Cake Mold,,,Geometrical Designs,mold
Q103307579,sculpture,home,Rip Van Winkle at Home,Rip Van Winkle at Home,,,,home
Q103307608,work of art,jar,Rockingham Pottery Brown Cookie Jar,Rockingham Pottery Brown Cookie Jar,,,,jar
Q103307639,sculpture,bust,Roman Bust of an Emperor,Roman Bust of an Emperor,,,,bust
Q103307643,sculpture,warrior,Roman warrior in full battle dress,Roman warrior in full battle dress,,,,warrior
Q103307703,work of art,mirror,Round Mirror with a Design of a Chrysanthemum and a Bird in a Tree,Round Mirror,,of a Chrysanthemum and a Bird in a Tree,,mirror
Q103307720,work of art,doll,Royal guard doll,Royal guard doll,,,,doll
Q103307743,work of art,measurements,Ruler (Old Measurements),Ruler (Old Measurements),,,,measurements
Q103307748,work of art,measurements,Ruler (Old Measurements) with writing on the reverse,Ruler (Old Measurements),,,writing on the reverse,measurements
Q103307754,textile,runner,Runner with a design of diamond and stylized flowers with grey border,Runner,,of diamond and stylized flowers with grey border,,runner
Q103307797,sculpture,reliquary,Saint Barbara (reliquary),Saint Barbara (reliquary),,,,reliquary
Q103307803,sculpture,roch,Saint Roch,Saint Roch,,,,roch
Q103307955,sculpture,sculpture,Sculpture,Sculpture,,,,sculpture
Q103307961,sculpture,fragment,Sculpture fragment,Sculpture fragment,,,,fragment
Q103307969,sculpture,sculpture,Sculpture of a head,Sculpture of a head,,,,sculpture
Q103308004,sculpture,bodhisattva,Seated Bodhisattva,Seated Bodhisattva,,,,bodhisattva
Q103308012,sculpture,buddha,Seated Buddha,Seated Buddha,,,,buddha
Q103308021,work of art,buddha,"Seated Buddha with reliquary, in dhyna pose",Seated Buddha,,,"reliquary, in dhyna pose",buddha
Q103308029,sculpture,figure,Seated Female Figure,Seated Female Figure,,,,figure
Q103308038,ceramics,figure,Seated female figure with cloth skirt,Seated female figure,,,cloth skirt,figure
Q103308044,ceramics,figure,Seated female figure with hand on cheek,Seated female figure,,,hand on cheek,figure
Q103308054,sculpture,figure,Seated funerary figure,Seated funerary figure,,,,figure
Q103308059,ceramics,figure,Seated funerary figure with headdress,Seated funerary figure,,,headdress,figure
Q103308072,sculpture,hunchback,Seated Hunchback,Seated Hunchback,,,,hunchback
Q103308083,sculpture,lakshmi,Seated Lakshmi,Seated Lakshmi,,,,lakshmi
Q103308094,sculpture,* Noun not detected!,Seated Luohan (Arhat),Seated Luohan (Arhat),,,,* Noun not detected!
Q103308101,ceramics,male,Seated male,Seated male,,,,male
Q103308110,ceramics,figure,Seated male figure,Seated male figure,,,,figure
Q103308130,ceramics,mother,Seated mother with child,Seated mother,,,child,mother
Q103308164,textile,section,Section of an Obi with a design of Kirin (mythical beast) and clouds,Section of an Obi,,of Kirin (mythical beast) and clouds,,section
Q103308171,textile,section,"Section of kimono with a design of maple leaves, chrysanthemums, baskets, water and pink needles",Section of kimono,,"of maple leaves, chrysanthemums, baskets, water and pink needles",,section
Q103308177,textile,section,"Section of Kimono with a design of snow covered chrysanthemums, nandina and water",Section of Kimono,,"of snow covered chrysanthemums, nandina and water",,section
Q103308192,textile,section,Section of kimono with a design of treasure ships,Section of kimono,,of treasure ships,,section
Q103308197,textile,section,Section of Obi with a design of deer and pine trees,Section of Obi,,of deer and pine trees,,section
Q103308203,textile,section,"Section of obi with design of silver, gold, black and grey pine trees",Section of obi,,"of silver, gold, black and grey pine trees",,section
Q103308265,sculpture,mask,Sepik Ancestral Mask,Sepik Ancestral Mask,,,,mask
Q103308278,sculpture,figurine,Sepik Figurine,Sepik Figurine,,,,figurine
Q103308296,work of art,tray,Serving Tray with a Design of a Bat and a Peach,Serving Tray,,of a Bat and a Peach,,tray
Q103308353,sculpture,column,Shimmering Column,Shimmering Column,,,,column
Q103308446,sculpture,seal,Signature Seal in the Form of a Boar,Signature Seal,a Boar,,,seal
Q103308454,sculpture,seal,Signature Seal in the Form of a Phoenix,Signature Seal,a Phoenix,,,seal
Q103308461,sculpture,seal,Signature Seal With a Chinese Lion Dog on Top,Signature Seal,,,a Chinese Lion Dog on Top,seal
Q103308472,sculpture,seal,Signature Seal With a Design of a Bat and Clouds,Signature Seal,,of a Bat and Clouds,,seal
Q103308476,sculpture,seal,Signature Seal with a Design of a Building on a Mountain and Stylized Landscape,Signature Seal,,of a Building on a Mountain and Stylized Landscape,,seal
Q103308483,sculpture,seal,Signature Seal With a Design of a Lion Dog Under the Sun With Clouds,Signature Seal,,of a Lion Dog Under the Sun With Clouds,,seal
Q103308491,sculpture,seal,"Signature Seal With a Design of Tree on Hill, Mountain Path, and Hut",Signature Seal,,"of Tree on Hill, Mountain Path, and Hut",,seal
Q103308498,sculpture,seal,Signature Seal With a Design of Two Horses,Signature Seal,,of Two Horses,,seal
Q103308503,sculpture,seal,Signature Seal With a Dog on Top and Initials of HDD on Seal Surface,Signature Seal,,,a Dog on Top and Initials of HDD on Seal Surface,seal
Q103308515,work of art,seal,Signature seal with a dragon motif,Signature seal,,,a dragon motif,seal
Q103308522,sculpture,seal,Signature Seal With a Floral Design,Signature Seal,,,a Floral Design,seal
Q103308533,sculpture,seal,Signature Seal With a Kirin (Mythical Beast) on Top,Signature Seal,,,a Kirin (Mythical Beast) on Top,seal
Q103308543,sculpture,seal,Signature Seal With a Recumbent Mythical Beast,Signature Seal,,,a Recumbent Mythical Beast,seal
Q103308646,ceramics,vase,Small globular vase with glaze,Small globular vase,,,glaze,vase
Q103308654,ceramics,pot,Small grey pot,Small grey pot,,,,pot
Q103308662,ceramics,pot,Small pot with off-white glaze,Small pot,,,off-white glaze,pot
Q103308734,stone,stone,Spirit Stone or Scholar's stone,Spirit Stone or Scholar's stone,,,,stone
Q103308752,ceramics,figure,Squatting figure with hands on chest and stripped slip patterns on face,Squatting figure,,,hands on chest and stripped slip patterns on face,figure
Q103308762,ceramics,container,Squatting male figure container with elaborate designs incised on its sides,Squatting male figure container,,,elaborate designs incised on its sides,container
Q103308795,sculpture,workshop,St. George and the Dragon; from a peasant carving workshop,St. George and the Dragon; from a peasant carving workshop,,,,workshop
Q103308874,ceramics,stamp,Stamp with felines,Stamp,,,felines,stamp
Q103308879,sculpture,goddess,Standing corn goddess with elaborate headdress and ear of corn,Standing corn goddess,,,elaborate headdress and ear of corn,goddess
Q103308887,sculpture,figure,Standing female figure,Standing female figure,,,,figure
Q103308893,ceramics,figure,Standing female figure with painting on the back,Standing female figure,,,painting on the back,figure
Q103308898,sculpture,figure,Standing figure,Standing figure,,,,figure
